id,year,state_name,state_code,district_name,district_code,rural_urban,level,gender,age,social_group,literacy,working_status,worker_type,occupation,population
52167,2011,Chhattisgarh,22,Mahasamund,385,Rural,Village,Male,nan,nan,Illiterate,nan,nan,nan,134520
52168,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,nan,St,nan,nan,nan,nan,96781
52169,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,nan,General,nan,nan,nan,nan,207425
52170,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,244050
52171,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,3488
52172,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,nan,nan,nan,Worker,Total,Agricultural_Labourers,91712
52173,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,383
52174,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,29884
52175,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,5136
52176,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,342553
52177,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,nan,nan,nan,Worker,Total,Household_Industry_Worker,1887
52178,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,505
52179,2011,Chhattisgarh,22,Dhamtari,377,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,41673
52180,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Total,nan,nan,nan,Worker,Total,Other,37720
52181,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,196410
52182,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Male,0_To_6_Years,nan,nan,nan,nan,nan,46126
52183,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Male,nan,nan,nan,Total,nan,nan,334822
52184,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,52769
52185,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Other,2903
52186,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Male,nan,nan,Total,nan,nan,nan,334822
52187,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,169688
52188,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Female,nan,nan,nan,Total,nan,nan,336724
52189,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,359377
52190,2011,Chhattisgarh,22,Kanker,381,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,98781
52191,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Worker,Main,Total,148576
52192,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,101189
52193,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,Sc,nan,nan,nan,nan,18350
52194,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,12861
52195,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Total,22104
52196,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,nan,nan,nan,Worker,Main,Cultivator,28871
52197,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,nan,St,nan,nan,nan,nan,198373
52198,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,219260
52199,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,8417
52200,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,41594
52201,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,4554
52202,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,34965
52203,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,97189
52204,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,nan,Worker,Total,Agricultural_Labourers,32515
52205,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,139270
52206,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,284884
52207,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,23859
52208,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,94670
52209,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Male,nan,nan,Total,nan,nan,nan,254820
52210,2011,Chhattisgarh,22,Kondagaon,643,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,10072
52211,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,30446
52212,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,Total,nan,nan,nan,nan,677582
52213,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,42552
52214,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,St,nan,nan,nan,nan,474337
52215,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,723
52216,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,178133
52217,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,26836
52218,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Male,nan,nan,nan,Worker,Total,Agricultural_Labourers,77495
52219,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,18217
52220,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Male,nan,nan,nan,Worker,Total,Household_Industry_Worker,2274
52221,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,2412
52222,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Total,nan,nan,677582
52223,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,623
52224,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,3853
52225,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Male,nan,nan,Total,nan,nan,nan,334446
52226,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,408640
52227,2011,Chhattisgarh,22,Bastar,374,Rural,Village,Female,nan,nan,nan,Total,nan,nan,343136
52228,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,nan,nan,Worker,Main,Other,1528
52229,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,General,nan,nan,nan,nan,13830
52230,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Other,212
52231,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Total,nan,Total,nan,nan,nan,nan,241996
52232,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,Sc,nan,nan,nan,nan,707
52233,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Total,nan,Sc,nan,nan,nan,nan,1488
52234,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,178842
52235,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,52077
52236,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Male,nan,nan,nan,Worker,Main,Total,55378
52237,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Female,nan,nan,Illiterate,nan,nan,nan,100160
52238,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,6962
52239,2011,Chhattisgarh,22,Sukma,642,Rural,Village,Total,nan,nan,nan,Worker,Total,Other,7600
52240,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,264
52241,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,3975
52242,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,27
52243,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,107
52244,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Other,316
52245,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,5097
52246,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Male,nan,nan,Total,nan,nan,nan,58402
52247,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Total,8015
52248,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,10345
52249,2011,Chhattisgarh,22,Narayanpur,637,Rural,Village,Total,nan,Total,nan,nan,nan,nan,117208
52250,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,2166
52251,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Other,2085
52252,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Female,nan,nan,nan,Worker,Main,Other,2650
52253,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,66
52254,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,9372
52255,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,6399
52256,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,51412
52257,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,608
52258,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,1525
52259,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,26189
52260,2011,Chhattisgarh,22,Dantewada,376,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,6516
52261,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Male,nan,nan,Literate,nan,nan,nan,43132
52262,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Total,nan,General,nan,nan,nan,nan,29536
52263,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,2022
52264,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Male,nan,Total,nan,nan,nan,nan,113344
52265,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,123268
52266,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Female,nan,General,nan,nan,nan,nan,13763
52267,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,24914
52268,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Total,nan,nan,Literate,nan,nan,nan,68046
52269,2011,Chhattisgarh,22,Bijapur,636,Rural,Village,Male,nan,nan,nan,Worker,Total,Other,7418
52270,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Cultivator,2226
52271,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,40467
52272,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,2843
52273,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,2542
52274,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,48652
52275,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,813
52276,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,963
52277,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,336639
52278,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Male,nan,nan,nan,Worker,Total,Household_Industry_Worker,1326
52279,2011,Madhya Pradesh,23,Sheopur,431,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,1534
52280,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,nan,nan,Literate,nan,nan,nan,306938
52281,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Cultivator,5059
52282,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,108459
52283,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,50225
52284,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Male,nan,St,nan,nan,nan,nan,7524
52285,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,13680
52286,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,2826
52287,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Female,nan,nan,Illiterate,nan,nan,nan,373352
52288,2011,Madhya Pradesh,23,Morena,417,Rural,Village,Total,nan,nan,Total,nan,nan,nan,1495508
52289,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Female,nan,Sc,nan,nan,nan,nan,128830
52290,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Male,nan,nan,nan,Non_Worker,nan,nan,343249
52291,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,521256
52292,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Male,nan,General,nan,nan,nan,nan,538329
52293,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,405578
52294,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,8124
52295,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Male,nan,nan,nan,Worker,Main,Cultivator,187773
52296,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,3555
52297,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Total,nan,General,nan,nan,nan,nan,984159
52298,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,26151
52299,2011,Madhya Pradesh,23,Bhind,395,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,87959
52300,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Total,0_To_6_Years,nan,nan,nan,nan,nan,110168
52301,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Female,nan,nan,nan,Worker,Main,Other,6590
52302,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Total,65502
52303,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Other,1253
52304,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,6156
52305,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,2133
52306,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Female,nan,nan,nan,Worker,Total,Total,74182
52307,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Female,nan,nan,nan,Total,nan,nan,332721
52308,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,258539
52309,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Total,nan,nan,nan,Worker,Main,Cultivator,97678
52310,2011,Madhya Pradesh,23,Gwalior,407,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,200980
52311,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,3237
52312,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Other,2804
52313,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,352957
52314,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,2932
52315,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,nan,nan,Total,nan,nan,333742
52316,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Female,nan,nan,nan,Non_Worker,nan,nan,202377
52317,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,General,nan,nan,nan,nan,237046
52318,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,nan,nan,Worker,Total,Total,183162
52319,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,401
52320,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Total,nan,nan,Literate,nan,nan,nan,374676
52321,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Male,nan,Total,nan,nan,nan,nan,333742
52322,2011,Madhya Pradesh,23,Datia,401,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,2049
52323,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,48205
52324,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Cultivator,3295
52325,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,3479
52326,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,1065
52327,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,1905
52328,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Female,nan,Total,nan,nan,nan,nan,659057
52329,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,985
52330,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,28403
52331,2011,Madhya Pradesh,23,Shivpuri,432,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,657491
52332,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,Total,nan,nan,nan,171802
52333,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,41647
52334,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Main,Cultivator,53768
52335,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Female,nan,nan,Total,nan,nan,nan,153787
52336,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Household_Industry_Worker,315
52337,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Main,Agricultural_Labourers,18290
52338,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Female,nan,nan,nan,Worker,Total,Total,57526
52339,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Female,0_To_6_Years,nan,nan,nan,nan,nan,22859
52340,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,1031
52341,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Total,Cultivator,56467
52342,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,789
52343,2011,Madhya Pradesh,23,Niwari,722,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,919
52344,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Female,nan,nan,nan,Worker,Main,Other,7343
52345,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Other,7269
52346,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Total,nan,nan,nan,Worker,Total,Total,414337
52347,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Other,4610
52348,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Agricultural_Labourers,64055
52349,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Male,nan,nan,Total,nan,nan,nan,457675
52350,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,513
52351,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Total,nan,Total,nan,nan,nan,nan,869704
52352,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Male,nan,Total,nan,nan,nan,nan,457675
52353,2011,Madhya Pradesh,23,Tikamgarh,434,Rural,Village,Female,nan,St,nan,nan,nan,nan,22171
52354,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Total,91774
52355,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,30763
52356,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,nan,General,nan,nan,nan,nan,960255
52357,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Female,nan,nan,nan,Worker,Main,Total,130810
52358,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,0_To_6_Years,nan,nan,nan,nan,nan,228834
52359,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Cultivator,33519
52360,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Female,nan,nan,Total,nan,nan,nan,638086
52361,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Other,6054
52362,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,6150
52363,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,10152
52364,2011,Madhya Pradesh,23,Chhatarpur,398,Rural,Village,Male,nan,Sc,nan,nan,nan,nan,177720
52365,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Marg_3_6_,Total,114528
52366,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Male,nan,General,nan,nan,nan,nan,285992
52389,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Male,nan,St,nan,nan,nan,nan,107661
52367,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,nan,Worker,Main,Agricultural_Labourers,34123
52368,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,General,nan,nan,nan,nan,256174
52369,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,nan,Worker,Marg_3_6_,Cultivator,13099
52370,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Marg_0_3_,Total,31432
52371,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Male,nan,nan,nan,Worker,Main,Household_Industry_Worker,3754
52372,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Total,Cultivator,131489
52373,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Total,Household_Industry_Worker,9971
52374,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,nan,Worker,Main,Household_Industry_Worker,1922
52375,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Male,nan,nan,nan,Worker,Main,Agricultural_Labourers,61907
52376,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,nan,Worker,Total,Other,17019
52377,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,8606
52378,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Non_Worker,nan,nan,500688
52379,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,192273
52380,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Household_Industry_Worker,702
52381,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Female,nan,nan,Total,nan,nan,nan,423712
52382,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Main,Agricultural_Labourers,96030
52383,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Male,nan,nan,nan,Worker,Marg_3_6_,Other,8024
52384,2011,Madhya Pradesh,23,Panna,420,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,5676
52385,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Total,nan,nan,nan,Worker,Total,Agricultural_Labourers,364750
52386,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Female,nan,nan,nan,Worker,Total,Cultivator,35617
52387,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Total,nan,nan,nan,Worker,Main,Household_Industry_Worker,55968
52388,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Total,nan,nan,Illiterate,nan,nan,nan,657680
52390,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Female,nan,nan,nan,Worker,Marg_0_3_,Agricultural_Labourers,11957
52391,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Total,nan,General,nan,nan,nan,nan,1111504
52392,2011,Madhya Pradesh,23,Sagar,425,Rural,Village,Male,nan,nan,nan,Worker,Marg_0_3_,Total,13089
